#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       -5.72519     0.00968341        4127.75      30
#indices  rapidity(ita)            phi             pt
   77180      -0.169996        1.08346        16.7773
   74395        4.18655        1.00902        0.31878
   76229        4.19383        1.04837        25.3862
   74924       -4.59485        1.05041        25.3566
   75587       -4.57326         1.1321      0.0663476
   73485         1.3932        1.12617        6.54772
   74347        1.32857        1.04254       0.109679
   75744        4.57554        1.03967        25.5151
   77660        4.52635        1.04208        0.23806
   76555      -0.119157        1.07995        5.48026
   75072       -0.07359        1.04107        10.1554
   75097     -0.0940274        1.04708        1.64916
   75102     -0.0924251        1.06012         5.1181
   74020       -6.56702       0.977926       0.296721
   77429       -6.44503        1.06851        240.735
   73716       0.163752       0.975689        2.40036
   73732       0.218968        1.03384        28.7491
   73471    -0.00927936        1.04134        1.37867
   74046      0.0254648         1.0079       0.553861
   75161     0.00552666        1.01754        0.52805
   74629       -6.13361        1.11943        234.483
   76037       -6.07987        1.16668       0.630372
   76274        3.82136        1.07929        147.456
   73715        3.78189        1.00189       0.561368
   75362        3.73004       0.983888        1.71738
   74897      -0.925122        1.23514        4.86161
   74637      -0.884906        1.17443         1.0086
   77207      -0.937507        1.14114       0.506266
   73739        1.65269        1.17786        23.8149
   75040         1.7435        1.12801        3.51894
   76432      -0.984101        1.03232      0.0310683
   77175      -0.976141       0.994397        4.42283
   74252       -1.27005        1.12434       0.282388
   77862       -1.26795        1.04649       0.198635
   74257       -1.12429        1.10465       0.358878
   75709         3.2607        1.05002        25.3621
   77170        3.17732        1.01068       0.447955
   76839       -6.19067        1.05213        242.953
   75930       -6.38222       0.867468       0.355097
   76720       -6.34009       0.893053       0.372136
   77320       -6.24043       0.949883       0.411678
   77405       -6.20222       0.874186       0.427361
   73695        1.20088        1.16442         5.6583
   75337        1.03014        1.18185      0.0398475
   77164        1.74878        1.28746        22.9136
   77534        3.67156         1.3241        22.6869
   77520        3.56536        1.30872       0.577442
   73535        3.58582         1.2697        3.58234
   77347        3.48088        1.21454       0.131026
   77016       0.855046        1.23027        12.4004
   73517         6.9902        1.28716      0.0513147
   74774        7.08131        1.28014        22.9632
   76261     -0.0222121        1.16561        35.7257
   77256     0.00577331         1.1713        1.20562
   75861    -0.00557744        1.17295        1.03525
   75981    -0.00818436        1.16896        1.27836
   74875       -3.22006         1.0829        8.32088
   73432       -3.34284        1.15061       0.452692
   75335         4.5791        1.13521       0.226408
   77929         4.6352        1.13302        143.536
   73540        3.93294        1.24246       0.417918
   74444        3.86191        1.24769        23.2006
   73457      -0.139537        1.19266       0.970622
   77226     -0.0919425        1.22189        15.9546
   77221        0.14673         1.2478         2.6298
   76546       0.106336        1.17603        1.72335
   76531        0.17358        1.19581        2.83027
   77011       0.156998        1.21802        2.81744
   77241      0.0475489        1.23619        8.26873
   74081      0.0115416        1.13176        2.34416
   77211      0.0196391        1.13395       0.330687
   77136    -0.00812312        1.13889       0.863453
   77246    -0.00519574        1.13707        1.08391
   75986      0.0370637         1.1894        8.87693
   76471      0.0239399        1.15763        3.83998
   73495       -1.86796        1.17096        32.5839
   73494       -1.78426        1.19517        226.814
   77282       -1.77815        1.21269        0.61681
   74507      -0.465367        1.22253       0.203227
   74870      -0.497436        1.09483        20.9969
   75134        5.48415         1.1607        350.023
   76795        5.35093        1.05894        1.00142
   74537      -0.426392        1.39689       0.301148
   76910      -0.243031        1.38083      0.0269302
   77047      -0.290562        1.35762      0.0935268
   73839        4.65225        1.35484        22.5232
   76995        4.67872        1.35034       0.215449
   76701      0.0316047        1.28433        6.62252
   73211       -0.01637        1.28233       0.552357
   74771     0.00317789        1.28122       0.654822
   77006     0.00700441        1.29147        1.07705
   76039       -5.19966        1.28386        219.994
   73205       -5.06131        1.16054        1.33202
   74697       -5.03096        1.05314      0.0491947
   76160      -0.261165       0.785399        311.241
   77635      -0.277536       0.785446        28.9563
   74740       0.727579       0.785399        436.969
   76945        0.72803       0.785534        10.6389
   73662       0.830664       0.797952        0.80355
   77540       0.826133       0.785405         92.426
   75355       0.843941       0.785406        91.2043
   76680       0.843033       0.785451        138.237
   76195        1.35534       0.820494        5.61168
   73780        1.34286       0.785823        83.5046
   75805        1.33638       0.785467        5.71485
   73969       -4.13791       0.558848         41.493
   75747       -4.13675       0.426445       0.147051
   74330        1.52054       0.785909        4.79619
   74660         1.5075       0.785514        46.3685
   77880        1.46838       0.785514        5.06486
   73530        1.49781       0.792747        4.90966
   74645        1.50118       0.785468        47.0435
   74770        1.42886       0.786448        5.26205
   74955        1.43437       0.786152        5.19124
   76575          1.433       0.785415        50.3927
   74600        1.09022       0.788285        4.01299
   76965         1.1425       0.790824        7.02841
   76950        1.14137       0.788061        7.03397
   74340        1.14415       0.787499        6.99843
   75380        1.14264       0.786611        7.07581
   76550       -3.54115       0.936391        536.313
   74989       -5.63892        1.17861        23.8076
   73815       -5.78845       0.907672       0.648497
   74815       -5.74921       0.854211       0.673553
   73455       -5.96884       0.949853       0.539108
   76725       -6.01079       0.837554       0.517137
   73671       0.989093        1.00932         11.515
   77165        1.00783       0.964062        6.71811
   75635        1.15371       0.785451        6.96779
   75910        1.15413       0.785475         103.18
   73340        1.23552       0.788406        6.44445
   77335        1.21806       0.786692         6.4098
   77630        1.22661       0.785648        6.37309
   74040        1.26036       0.785889        6.09097
   74965         1.2808       0.786284        6.09812
   73515       -0.61128       0.785413        239.961
   74950      -0.607881       0.785447        40.7007
   76190      -0.613941       0.821057        40.1412
   74907      -0.592862       0.861734        14.0025
   75052      -0.564708        0.84596        3.95752
   75345       -1.22362       0.785405        74.3369
   77535        -1.2972       0.785438        87.8565
   77757       -1.26345       0.713988       0.439217
   76702        2.26063       0.945389       0.449374
   74762        2.29913       0.978091       0.215078
   74879         2.2791       0.992298        26.2754
   77220        2.21145       0.909254        2.61062
   76652        6.58823       0.685933       0.363617
   76944        6.70197       0.931815        27.4074
   75625       -0.19406       0.785405        157.978
   75650       -1.57349       0.785406        108.002
   76675       -1.58174       0.785442        43.4857
   76519      -0.780918       0.808743        30.4111
   77300      -0.754451       0.785398        4704.95
   73271       0.022641       0.505138       0.487013
   74066    0.000307454       0.548462     0.00670601
   76616    -0.00413755       0.441541       0.647492
   77046      0.0117419        0.46455       0.250125
   73627       -4.86393       0.472767       0.427313
   74234        -4.7874        0.45204        50.3661
   74202      -0.439798       0.280965       0.289258
   75882      -0.567193       0.334721        13.4291
   73688      -0.620886       0.403466        23.9207
   76367      -0.694104       0.452145        2.24207
   75602       -3.18894       0.407292       0.822295
   75292       -3.08788       0.247749      0.0655548
   74898       -3.24439       0.237407        22.6349
   77732       -3.25588       0.177545      0.0975329
   73711     0.00918004       0.315965        1.69946
   75726     0.00673603       0.281092       0.110989
   73706      -0.062328       0.335035        11.2463
   74732      -0.071119       0.338283        0.59838
   73467       0.678849        0.44963        77.6235
   73677       0.604578       0.320775        1.02976
   73472       0.628691       0.451136        10.9088
   73672       0.646391       0.471162        2.32719
   73500        3.61668       0.960872       0.590993
   75849        3.62743        1.03915        244.787
   74400        2.46526        1.04109        1.73062
   74747        2.46387         1.0684       0.278218
   76740        2.73209       0.892745        1.56496
   74415        2.65602       0.959603        1.53689
   76990        2.67082       0.912863        1.52459
   77203       0.276466       0.822403         32.331
   75340       -2.31553        0.78556        20.8519
   75750       -2.33836       0.785402        227.086
   76155       -2.65056        0.78566        22.6303
   75170       -2.69549       0.786411        21.5883
   76700       -2.74612       0.789866        13.5894
   75660       0.767643       0.786154        60.3549
   77725       0.771708       0.789324        10.1032
   73240        0.79004       0.789203        9.97586
   73975        0.78257       0.785442        96.3252
   76505        0.78108       0.785627        10.0666
   73681       0.118582       0.730514        1.93797
   76690       0.126421       0.785432        19.3553
   73965      -0.809873         0.7854        474.153
   76225      -0.834539       0.785402        51.0032
   76357      -0.963951       0.447717       0.227866
   76518      -0.937915       0.609821        26.8374
   73525       -1.78296       0.785401        130.382
   75749       -4.10549       0.809037        30.4026
   75780       -4.12282        0.79184        3.41792
   77462       -1.83019       0.634234         4.5974
   73280       -1.82078       0.785457        34.2619
   77410       -1.81098       0.788059        34.3651
   73295        -2.9676       0.788112        10.8524
   77160       -2.98716        0.79822        10.3423
   73491       -0.15778       0.686091        23.3359
   74942      -0.188616       0.842869       0.531505
   76185       -0.15151       0.820078        14.5139
   75640      -0.180266         0.7854         26.409
   75845      -0.177878       0.785399        189.299
   76940       0.613389       0.785422        11.7942
   75490       0.630715       0.786777        11.3467
   76230       0.637115        0.78573        11.4164
   76450        0.21299       0.785401        17.8832
   74325       0.185562       0.785402        18.4239
   75205       0.169829       0.785471         18.527
   76570     -0.0839628       0.785401        294.444
   73950     -0.0554443       0.785913        23.0218
   75365     -0.0696959       0.786539        23.9138
   76665       -1.61033       0.785425        42.1304
   75915         0.1422       0.785398        214.602
   73960       0.151535       0.785408        275.883
   75630       0.147555       0.785446        18.9848
   75924        4.57614       0.711342        33.6983
   74760        4.46715       0.804575       0.251235
   75125        4.49821       0.799446        3.57553
   76284        2.77656       0.672697        35.3075
   76205        2.73127         0.8276        1.43211
   74580        2.75128       0.788696       0.697018
   75940        2.71162       0.786305        14.0122
   74045        2.79264       0.796633        1.35281
   75970        2.80222       0.786111        12.7978
   76880        2.86915       0.866037         1.2278
   76215        2.84111       0.786146        1.30172
   76960        2.83237       0.788148        12.4288
   76970        2.82749         0.7953        1.32196
   75829        2.48802       0.540953        42.7223
   74975        2.63516         0.8183        1.56242
   77240        2.59564       0.805226        2.06391
   77420        2.57467       0.789898        16.0618
   74765        2.53493       0.786537        16.6866
   75110        2.55084       0.821227        1.71664
   76710        2.55801       0.804853        1.75923
   73987        2.52019        0.94072       0.115876
   75115        2.48493       0.828121        2.52361
   75965         2.4991         0.7865        10.6513
   76975        2.47963       0.798952        1.84605
   75719        6.24831       0.732238        32.9077
   76705        6.27774       0.924801       0.397707
   77325         6.3701       0.884941       0.361209
   73884        5.77729       0.711163        33.7053
   75935        5.61428       0.813934       0.770129
   77715        5.37669       0.829805       0.101501
   74425         5.4866       0.785455      0.0916198
   76695         5.4474       0.803722       0.911089
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       0.735116        4.71276         3484.3      40
#indices  rapidity(ita)            phi             pt
   78205       0.668535        4.68275        12.8296
   77995       0.635508         4.7119        2491.04
   78380       0.632227        4.71368        118.071
   78360       0.466455        4.69933        37.1078
   78415       0.512302        4.70014        10.3761
   78260       0.598466        4.71815        158.675
   78200        0.36544         4.7257        7.69423
   78410       0.370893        4.70491        49.0435
   78081        6.44415         4.3998       0.478027
   78128        6.63505        4.72673        211.022
   78070       0.748868        4.72875        13.9555
   78226       -3.54973        4.64965      0.0553148
   78258       -3.57851        4.73095        11.0019
   78365       0.282471        4.73269        6.05217
   77971         5.5217        4.82105        1.01998
   78118        5.20024        4.72038        211.007
   78170       0.116802        4.70884        24.4786
   78355       0.114043        4.74311        2.46566
   78025       0.154371        4.69992        19.9041
   78215       0.199556        4.70533        4.33218
   78030       -0.01984        4.66349        4.17527
   78220     -0.0434797        4.68845        9.16665
   78005      -0.107815        4.72995        22.6141
   78175     -0.0162864        4.77826        5.08536
   78210      0.0354972        4.78269       0.780002
   78230      0.0355876        4.80073       0.775829
   78235     0.00243858        4.86383      0.0511499
   78435     0.00713149        4.31023         1.4884
   78020      0.0511076        4.47194        1.07737
   77950     -0.0148282        4.44765        3.06559
   78065     0.00230217        4.47489       0.458272
   77990      0.0574478        4.72659        12.0624
   77945      0.0540021        4.68669         11.305
   78010    -0.00835906        4.60473        1.75695
   78160      0.0107966        4.63688        2.25014
   78225      0.0375933        4.70452       0.825885
   78370      0.0239719        4.70605        5.04317
   77985      0.0124759        4.67615        2.58119
   78165      0.0401018        4.68286        8.44603
   78375      0.0501127        4.65746        1.08137
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0        5.50066    0.000991852        3586.42      21
#indices  rapidity(ita)            phi             pt
   78706        5.69267        6.28239            211
   79086        5.80969     0.00236713        22.0001
   79156        5.88286    0.000451074             22
   78966        1.90353        6.27808        22.0003
   78986        1.95781        6.27163        22.0015
   78501        5.44455        6.28276           2112
   78931        5.39288         6.2816             22
   78941        1.40759        6.28154             22
   79161        1.38037       0.116432          22.15
   78811        4.38712     0.00253238        211.001
   79081        4.44712      0.0183564        22.0037
   78531        3.86867        6.28293            321
   78776         3.5869        6.27563        22.0006
   78831        3.72166      0.0108243        211.012
   79091        3.77455      0.0144348        22.0023
   78926        3.34854        6.19599        22.0839
   78701        3.35118        6.28292            211
   79001        3.39639     0.00754583        22.0006
   78981        1.14715        6.27632        22.0005
   78815      -0.796724       0.397804         1.5398
   79061      -0.733975      0.0230233        22.0058
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       -7.37646        1.53308        3804.22      51
#indices  rapidity(ita)            phi             pt
   81066       -7.54765        1.55258        211.035
   79731       -5.01057         1.5648        22.0004
   80681       -4.95108        1.43826        22.1946
   79606       -4.82481        1.48181        22.0874
   80796       -4.86557        1.48718         211.74
   79521        -4.9891        1.30778        22.7835
   81081       -4.97469        1.30049        22.8289
   80546        -4.2143        1.47484        22.1017
   80736       -4.14822         1.4736        212.001
   79684       -3.14904        1.30505      0.0289621
   79721       -3.13839        1.40486        22.3064
   80241        -3.1915        1.47993        22.0911
   81566       -3.15275        1.48607        22.0792
   80711       -2.38852        1.53026        211.174
   80819       -2.44003        1.65493        0.46435
   80472        6.71636        1.70816      0.0265591
   81616        6.72161        1.56517        211.003
   79381       -5.98316        1.56297        211.006
   80436       -5.94748        1.56039        22.0012
   80821       -5.96028        1.54413        321.114
   81001       -6.88961         1.5686        211.001
   81686       -6.93405        1.55584        22.0025
   80376       -6.41908        1.42326        22.2416
   80406       -6.38377        1.40945        22.2895
   80686       -6.46528        1.54521        22.0072
   81656       -6.43717         1.5174        22.0314
   80801       -5.71834         1.5228        211.243
   81426       -4.66948        1.55381        22.0032
   80326       -4.65689        1.56682        22.0002
   80586       -4.65274        1.56464        22.0004
   81661       -6.19684        1.56368        211.005
   79321       -5.33261        1.55898        211.015
   81411       -5.36627        1.55737         22.002
   79431       -5.36817        1.51634        211.313
   80451       -5.31428        1.48556        22.0802
   81461       -5.60168         1.5259        22.0222
   80731       -5.44634        1.57047             22
   80591       -5.27508        1.51298        22.0368
   80721        -5.2999        1.55215        22.0038
   80346       -5.05716        1.56304        22.0007
   80846       -5.08036        1.55122         211.04
   79691       -3.96582        1.54731        22.0061
   80321       -4.09253        1.56406        22.0005
   80291       -4.10454        1.54737         22.006
   80441       -4.10041        1.54473        22.0075
   80486       -4.35169        1.56918             22
   79221       -4.14664        1.55711         211.02
   80511       -4.14639        1.55857        22.0016
   81591       -4.54779        1.49222        22.0681
   80446       -3.52806        1.46225        22.1302
   81546       -3.56669        1.51421        11.0176
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0        7.05924        6.28299           3350       8
#indices  rapidity(ita)            phi             pt
   82019        7.19752     0.00043473            211
   82259        6.58016        6.28316            130
   82249        2.91241        6.26985         22.002
   82459        2.95358     0.00308799        22.0001
   81799        6.72229    0.000713119            321
   82159        6.71574    0.000133544            211
   81914         6.9447        6.28245            321
   82154        7.01258        6.28293           2112
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       0.248549        1.55336        10183.9     223
#indices  rapidity(ita)            phi             pt
   83291      0.0459755        2.07918       0.124507
   85186      0.0764999        2.07506        1.67927
   82896    -0.00207459         2.1065       0.342214
   85187      0.0445321        2.03799       0.147265
   86046      0.0311545        2.05156       0.202817
   82766     0.00251483        2.04559       0.323032
   85506     0.00125084        2.01469       0.223433
   83656    -0.00395235        1.90753       0.645406
   83946      0.0146082        1.91639       0.321115
   85946     0.00199902        1.92342      0.0429279
   83056     0.00810931        1.96162       0.178084
   84331      0.0431123        1.98083       0.822569
   83227      0.0986514        1.84465        0.27012
   84810      0.0601527        1.83919        237.548
   82736     -0.0165834         1.8118        3.48224
   83071      0.0094609        1.83467       0.201248
   83076      0.0125374        1.81242       0.275525
   83871     0.00523406        1.80733        0.11201
   85491     0.00269039        1.81321       0.057961
   85851       0.248068        1.29018        4.91724
   85856       0.283773        1.26481        5.25354
   84794       0.351035        1.35288        216.111
   85866       0.345983        1.31133        6.51171
   84526       0.539992        1.56929        10.8452
   84536       0.534451        1.57396        31.1405
   84066       0.255086        1.55613        32.4558
   82937       0.291637        1.48821       0.317701
   85731       0.256807        1.53349        5.52861
   83016        0.26059        1.57114        73.9011
   85386       0.262773        1.56496        73.2037
   84271       0.467275        1.56911        354.243
   85160        1.38452        1.62322        7.10163
   82954       -3.70337        1.56883            211
   83457       -3.75243        1.71912        1.22189
   85024         2.2198        1.54026        22.0103
   84154        7.05912        1.56125         22.001
   84770        7.07457        1.80632       0.180408
   82920        5.75741        1.70766       0.673966
   82989        5.80615        1.56948             22
   85311       0.446046        1.57495        39.1379
   85616       0.436553        1.56889        908.652
   85391        0.54366        1.56205        30.4583
   84521       0.530484        1.54291        10.6829
   84251     -0.0228499        1.55316        4.81824
   84481      -0.025021        1.55518        5.27209
   82940       -5.40387        1.62199       0.974527
   85794       -5.41505        1.56156        211.009
   83194       -2.75665        1.55682        22.0021
   84237       -5.75285        1.44819        1.14454
   86029       -5.72488        1.54319        22.0084
   83540       -6.15607        1.41776       0.448031
   83614       -6.17829         1.3692        22.4547
   84019       -4.76072        1.46792        22.1169
   85810       -4.73608        1.44219        1.85387
   82950       -4.53114        1.19464        2.29092
   84759       -4.56154        1.49343         22.066
   83966       0.294436        1.65109        6.29438
   85346        0.24175        1.66186        5.17377
   85901        0.21411        1.56826        92.1459
   84546       0.210746        1.56878        93.7779
   84756        0.21175         1.5701        93.2857
   83371     -0.0265801        1.67827        5.60244
   83616     -0.0291057        1.66945        6.13334
   83411     -0.0174367        1.61435        5.45135
   83351     -0.0350041        1.62972        7.34385
   83641     -0.0101044        1.62571        2.12606
   82666     -0.0111472        1.63444         2.3447
   85036     -0.0129863        1.63541        4.11685
   84471     0.00487909        1.65895        1.01742
   85951     0.00182432        1.65391        0.02241
   84711     0.00967785        1.66473       0.189321
   85886     0.00495605        1.67268      0.0973389
   84511      0.0346436        1.65977       0.701025
   85401       0.024537        1.65691        0.53963
   85636      0.0371301        1.72794        3.88906
   84726      0.0240537        1.75156       0.499868
   85236      0.0114861        1.73612       0.225401
   82922      0.0632375        1.78235       0.816082
   82731     0.00575462        1.76485        1.20594
   84466   -0.000874241        1.75966      0.0716881
   83066      0.0518333        1.68813        1.13272
   85211      0.0470605        1.67415        1.02831
   83061      0.0618451        1.65262        1.32968
   84561      0.0752825        1.66255        1.64555
   83081      0.0965325        1.71391        2.10423
   84911       -0.01226         1.7092         2.5717
   86041      0.0175426        1.70284        0.15044
   83931     0.00511195        1.68822      0.0682731
   84916     0.00994729        1.69096        2.09282
   83951      0.0306592        1.69104       0.674009
   84156      0.0293487        1.68642       0.505331
   83956       0.107002        1.63821        1.16925
   83976      0.0892461        1.63944        1.53537
   83571      0.0839733        1.61217        1.84227
   84736      0.0884439        1.60505        1.93942
   83936      0.0719127        1.63317         1.5209
   84286      0.0752818        1.61554        15.8536
   83741      0.0387096         1.6121        8.06834
   83971      0.0506123        1.61261        1.10594
   83876      0.0355852        1.64634       0.662867
   84566      0.0467784        1.64241        1.02828
   82591        0.04017        1.63145        8.44965
   83891      0.0168719        1.63205       0.315761
   84071      0.0367519        1.62252       0.808109
   83001       -0.24004        1.57116         51.542
   83356      -0.282185        1.55198        58.0015
   82581      -0.236762        1.56126        49.0431
   83842       -4.60341        1.54541        0.28172
   83889       -4.60359        1.56144         22.001
   82785        2.68621        1.61225        1.50733
   86044        2.60393        1.55624        22.0023
   83099        5.38706        1.56492        130.002
   85550         5.3757        1.64935       0.109777
   83879       -6.43373        1.56746        22.0001
   82792       -6.30177         1.7284       0.146518
   83240        -6.3203        1.69256       0.380298
   85454       -2.66493         1.5319        22.0167
   86119       -2.67427        1.53225        22.0164
   85239        2.51415        1.53005        22.0183
   85460         2.4512        1.60726        2.78472
   86019        5.06582        1.50665        22.0453
   83255         5.0322        1.59409       0.174144
   86085        4.97341        1.52452       0.152157
   83357        4.88401        1.64492       0.117489
   84885        4.94074        1.58243        1.50929
   83094        3.30086        1.56034        22.0012
   82647        3.20864        1.75642        1.75961
   83870        3.15132        1.81967       0.942645
   83205        3.54035        1.73934       0.722288
   85535        3.42722        1.81431       0.717937
   83210        3.34557        1.76571       0.962963
   84595        3.38746        1.73175       0.771273
   82681      -0.472847         1.5714        92.9446
   85501       -0.47389        1.57999          93.12
   83244      -0.725403        1.52498        22.0231
   85464      -0.761326        1.53313        22.0156
   83009       -5.04441        1.52653        22.0216
   82915       -5.02625        1.41596        1.38905
   84325       -5.06539         1.3505        2.02901
   83684       -3.02425        1.53796        211.114
   84604       -3.05229        1.55518        22.0027
   84004        -1.5271        1.45908         22.138
   84927        2.54505        1.43122       0.371784
   85334        2.49631        1.43924        22.1918
   85824       -2.28395        1.46257        22.1295
   83555       -5.97202        1.29633       0.537226
   85209       -6.02592        1.46779        22.1172
   83839       -1.21002        1.50777        22.0438
   84039       -1.87475        1.50138        22.0531
   84997       -5.23769        1.51189       0.808758
   85314       -5.22574        1.49963        22.0558
   83415       -1.07063        1.45593        75.0981
   85359       -1.02179         1.4332        22.2099
   83765       -1.17457        1.45855        57.6968
   85609       -6.87756        1.54313        211.081
   84355        -7.0391        1.96947       0.185238
   85752       -6.70874        1.79199       0.582797
   85232        1.27209        1.41469      0.0436652
   85483        1.28976        1.21945        63.9229
   83245        1.04101        1.36456        8.02049
   85304        3.98514        1.37049        22.4489
   83290        3.87405        1.21805       0.436192
   85545        4.01811        1.18804       0.384741
   83190        3.97733         1.2579       0.423575
   83297        3.95734        1.27937       0.134593
   83219       0.804945        1.27474        23.0006
   84114        5.46465        1.28973        22.8985
   83825        5.40332        1.22719      0.0999769
   84705         5.3519        1.17598       0.104178
   86101      0.0522899        1.44405        8.51745
   82849        4.82712        1.42629        213.223
   83547         4.8033        1.44438        1.89655
   86071       0.444069        1.30727        8.25021
   84921      0.0223972        1.39919        7.05065
   82716      0.0305715        1.38524        6.40158
   85596    -0.00482781        1.37851       0.908822
   84761     0.00698346        1.37501        0.14648
   85536     0.00491234        1.36965      0.0213174
   84741      0.0147056        1.38878       0.322065
   85666     0.00569352        1.39609        1.17797
   83734        4.61431        1.40208        214.039
   83105        4.76565        1.25861       0.186041
   85025        4.68253        1.33113        1.92835
   83557       0.760641        1.39397       0.503873
   84919       -3.85564        1.46755        22.1178
   85432       -3.92479        1.41915        0.22643
   83906       0.691608         1.5562        22.0695
   82996         0.1548        1.56771        3.37809
   83869        2.96345           1.57             22
   85455        2.96425        1.58698        1.44509
   84261       0.209252        1.57601        94.5199
   85071       0.202777         1.5794        64.2096
   84241       0.314864        1.57008        570.159
   84836       0.325451        1.56923        66.3437
   84816       0.514078         1.5708        3142.41
   85226      0.0251836        1.59151        3.18271
   85876       0.016691        1.59698       0.362973
   85661      0.0193697        1.58074        4.08048
   82971      0.0322045        1.56642        0.70685
   83651      0.0182982        1.57362        2.12935
   83360        6.21642         1.5903       0.420589
   85684        6.21184        1.56849        211.001
   84056       0.399532        1.56677         44.795
   83919       -5.08402        1.56648        22.0002
   84497       -5.07454        1.69411       0.092089
   83036       0.483952        1.55736        35.3541
   82784        3.04551        1.52847        22.0197
   83195        3.04688        1.71643        1.04725
   84875        2.97458        1.70739       0.992669
   82686        0.49282        1.57012         331.28
   84541       0.494943         1.5703        34.3535
   84501       0.503501        1.56458        33.6133
   83576       0.302402        1.57232        6.45632
   84051       0.305892        1.57023        61.4808
   82972         7.5476        1.44861       0.112082
   83969        7.47566        1.52231        130.153
   83209        -2.8538           1.51        22.0407
   85977       -2.88141        1.55216       0.534712
   83026       0.626283        1.55677        25.2772
   82957       0.568183        1.50223       0.481866
   85651       0.611123        1.53072        11.9863
   83296       0.642458        1.54817        24.4139
   85871       0.666623        1.52597        12.8195
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0        11.2293        6.28013        17666.7     145
#indices  rapidity(ita)            phi             pt
   86412        10.3708        6.28316            130
   86702        4.27632     0.00597241        211.004
   89797        4.27819    0.000168693             22
   88277        4.06505     0.00132396             22
   88537        4.07029        6.28075        211.001
   87902        10.0544    0.000243292            211
   87832        5.57703        6.26096        22.0054
   89787        5.52233     0.00263533        22.0001
   89367        8.13269     0.00351917        22.0001
   89792        8.16142        6.28225            211
   87732        6.57425        6.28208            321
   88452        6.58507        6.28132            211
   87872        8.21123        6.28314            211
   88287        7.99211        6.27537        22.0007
   87197        1.54598        6.28184             22
   89557        1.54239        6.28276             22
   86287        2.38153     0.00411803        211.002
   87562        2.37976        6.28119            211
   86592        5.01454        6.28025        22.0001
   88907        5.01277     0.00895278        211.008
   89352        5.13486    0.000679038            211
   89952        5.08569     0.00269468        22.0001
   88862        2.63148      0.0964283        211.985
   86147        2.37106     0.00857726        211.008
   88147        2.45139        6.27852        22.0002
   86562        7.50624        6.28201             22
   89072        7.52403        6.28257            211
   87452        4.74523        6.27934        211.002
   86582        4.52273        6.28257             22
   89607        4.53542        6.28282            211
   89912        7.62148    0.000238716             22
   88837        6.97545        6.23586        22.0247
   89812        1.64421        6.28074        22.0001
   89887        1.63544        6.27573        22.0006
   87647        2.44375       0.019918        22.0044
   89947        2.46333      0.0176231        22.0034
   87397        5.88716        6.28131            211
   87602        5.88625        6.28301            211
   88137        5.33559     0.00163527             22
   89782         5.3316     0.00124792             22
   89357        5.29052     0.00453665        22.0002
   89992        5.30701        6.28272            130
   86452        5.67575     0.00114079             22
   89382        5.86148        6.28246             22
   86787        5.86822     0.00192458            211
   88687        5.87438     0.00225382        22.0001
   88077        5.80724        6.27866        22.0002
   88957        3.64312        6.28254            321
   89267        3.44963     0.00143512             22
   86792        3.25206        6.27983        22.0001
   89842        3.24904        6.28157            211
   86962        5.98754        6.28255            211
   89977        6.02481        6.28077        211.001
   86457        4.46961        6.28216             22
   89067        4.46196     0.00154473            211
   89757        4.40269        6.21155        22.0566
   89387        4.23027        6.27948        22.0002
   87982        3.88232        6.26094        22.0054
   88217        3.88573        6.26656         22.003
   87232        3.72252        6.26521        22.0036
   86902        3.50044        6.28097        211.001
   89527        3.48072        6.27149        22.0015
   89333        8.33723       0.256089        86.8538
   88627        7.68299        6.28232            130
   88092        2.65646      0.0211125        22.0049
   88142        2.64301        6.28176             22
   86957        4.28786         6.2817            130
   88307        4.29042        6.27565        211.006
   89717        2.57715      0.0141829        22.0022
   88352        2.58311     0.00343762        22.0001
   88006       -3.02269       0.348384      0.0366334
   89777       -3.02304        6.28169             22
   89172        3.48146      0.0102213        22.0011
   88132        3.29966      0.0215161        22.0051
   89722        3.31092     0.00857073        211.008
   89143        6.85998      0.0331187        664.399
   87817         4.4329        6.27592        211.006
   87227        4.25858     0.00514173        22.0003
   88062        4.03557        6.28265             22
   89572        4.04663        6.28217            211
   90042        6.38935     0.00100423             22
   86382        4.51039        6.27913        211.002
   89222        4.51688      0.0318461        22.0112
   86852        4.30953        6.28162             22
   86357        4.10319        6.28268            211
   88087        4.10863     0.00488972        22.0003
   87167        4.69309          6.272        22.0014
   87172        4.69272      0.0143961        22.0023
   86627        4.66498     0.00249003        211.001
   86187        3.84293        6.28101            130
   87672        1.81636        6.26882        22.0023
   89862      -0.435828     0.00658609        22.0005
   89216      -0.422773      0.0444917        5.67317
   89221      -0.431066      0.0920515       0.819332
   86937        4.30227      0.0130661        211.018
   89957        4.33478     0.00570402        22.0004
   89732        3.23436      0.0261835        22.0075
